id,visitors
air_0164b9927d20bcc3_2017-05-30,10.391479
air_0164b9927d20bcc3_2017-05-31,9.989361
air_0241aa3964b7f861_2017-04-23,5.948242
air_0241aa3964b7f861_2017-04-24,6.312457
air_0241aa3964b7f861_2017-04-25,6.4437323
air_0241aa3964b7f861_2017-04-26,7.345335
air_0241aa3964b7f861_2017-04-27,7.447565
air_0241aa3964b7f861_2017-04-28,7.913745
air_0241aa3964b7f861_2017-04-29,9.021646
air_0241aa3964b7f861_2017-04-30,6.122977
air_0241aa3964b7f861_2017-05-01,7.1467304
air_0241aa3964b7f861_2017-05-02,6.641547
air_0241aa3964b7f861_2017-05-03,7.9738474
air_0241aa3964b7f861_2017-05-04,6.6284246
air_0241aa3964b7f861_2017-05-05,8.459046
air_0241aa3964b7f861_2017-05-06,6.955295
air_0241aa3964b7f861_2017-05-07,5.850879
air_0241aa3964b7f861_2017-05-08,6.914917
air_0241aa3964b7f861_2017-05-09,6.386543
air_0241aa3964b7f861_2017-05-10,7.3253164
air_0241aa3964b7f861_2017-05-11,6.9332957
air_0241aa3964b7f861_2017-05-12,7.4136143
air_0241aa3964b7f861_2017-05-13,7.7026606
air_0241aa3964b7f861_2017-05-14,5.881767
air_0241aa3964b7f861_2017-05-15,6.7778506
air_0241aa3964b7f861_2017-05-16,6.3749156
air_0241aa3964b7f861_2017-05-17,7.217044
air_0241aa3964b7f861_2017-05-18,7.1770916
air_0241aa3964b7f861_2017-05-19,7.781169
air_0241aa3964b7f861_2017-05-20,8.706139
air_0241aa3964b7f861_2017-05-21,5.8448005
air_0241aa3964b7f861_2017-05-22,6.854543
air_0241aa3964b7f861_2017-05-23,6.747075
air_0241aa3964b7f861_2017-05-24,7.3364277
air_0241aa3964b7f861_2017-05-25,7.86965
air_0241aa3964b7f861_2017-05-26,8.65676
air_0241aa3964b7f861_2017-05-27,9.666232
air_0241aa3964b7f861_2017-05-28,6.006991
air_0241aa3964b7f861_2017-05-29,6.74029
air_0241aa3964b7f861_2017-05-30,7.2387457
air_0241aa3964b7f861_2017-05-31,8.114735
air_0328696196e46f18_2017-04-23,5.137778
air_0328696196e46f18_2017-04-24,5.8479223
air_0328696196e46f18_2017-04-25,6.46551
air_0328696196e46f18_2017-04-26,7.715125
air_0328696196e46f18_2017-04-27,8.869688
air_0328696196e46f18_2017-04-28,6.3343496
air_0328696196e46f18_2017-04-29,6.801978
air_0328696196e46f18_2017-04-30,5.042328
air_0328696196e46f18_2017-05-01,4.6729712
air_0328696196e46f18_2017-05-02,4.5550833
air_0328696196e46f18_2017-05-03,7.5278683
air_0328696196e46f18_2017-05-04,8.453762
air_0328696196e46f18_2017-05-05,8.112236
air_0328696196e46f18_2017-05-06,5.4082465
air_0328696196e46f18_2017-05-07,5.417021
air_0328696196e46f18_2017-05-08,5.0739403
air_0328696196e46f18_2017-05-09,5.0689883
air_0328696196e46f18_2017-05-10,5.982327
air_0328696196e46f18_2017-05-11,6.7242017
air_0328696196e46f18_2017-05-12,6.4029408
air_0328696196e46f18_2017-05-13,5.8751106
air_0328696196e46f18_2017-05-14,5.4768414
air_0328696196e46f18_2017-05-15,5.652179
air_0328696196e46f18_2017-05-16,5.779181
air_0328696196e46f18_2017-05-17,6.9536753
air_0328696196e46f18_2017-05-18,8.01065
air_0328696196e46f18_2017-05-19,6.8442
air_0328696196e46f18_2017-05-20,6.5479517
air_0328696196e46f18_2017-05-21,5.3730183
air_0328696196e46f18_2017-05-22,6.63175
air_0328696196e46f18_2017-05-23,6.8007917
air_0328696196e46f18_2017-05-24,8.161314
air_0328696196e46f18_2017-05-25,9.659571
air_0328696196e46f18_2017-05-26,7.1851177
air_0328696196e46f18_2017-05-27,7.087775
air_0328696196e46f18_2017-05-28,5.3947196
air_0328696196e46f18_2017-05-29,7.406869
air_0328696196e46f18_2017-05-30,8.086731
air_0328696196e46f18_2017-05-31,9.524706
air_034a3d5b40d5b1b1_2017-04-23,29.320057
air_034a3d5b40d5b1b1_2017-04-24,18.044186
air_034a3d5b40d5b1b1_2017-04-25,12.824678
air_034a3d5b40d5b1b1_2017-04-26,24.167692
air_034a3d5b40d5b1b1_2017-04-27,17.990036
air_034a3d5b40d5b1b1_2017-04-28,27.435385
air_034a3d5b40d5b1b1_2017-04-29,23.694172
air_034a3d5b40d5b1b1_2017-04-30,28.13818
air_034a3d5b40d5b1b1_2017-05-01,15.090466
air_034a3d5b40d5b1b1_2017-05-02,11.455273
air_034a3d5b40d5b1b1_2017-05-03,26.762684
air_034a3d5b40d5b1b1_2017-05-04,18.658403
air_034a3d5b40d5b1b1_2017-05-05,30.632574
air_034a3d5b40d5b1b1_2017-05-06,29.051529
air_034a3d5b40d5b1b1_2017-05-07,29.036072
air_034a3d5b40d5b1b1_2017-05-08,16.015871
air_034a3d5b40d5b1b1_2017-05-09,12.182357
air_034a3d5b40d5b1b1_2017-05-10,19.511204
air_034a3d5b40d5b1b1_2017-05-11,15.554386
air_034a3d5b40d5b1b1_2017-05-12,26.21806
air_034a3d5b40d5b1b1_2017-05-13,31.510098
air_034a3d5b40d5b1b1_2017-05-14,30.103186
air_034a3d5b40d5b1b1_2017-05-15,17.685667
air_034a3d5b40d5b1b1_2017-05-16,12.741591
air_034a3d5b40d5b1b1_2017-05-17,21.83658
air_034a3d5b40d5b1b1_2017-05-18,17.512074
air_034a3d5b40d5b1b1_2017-05-19,27.70143
air_034a3d5b40d5b1b1_2017-05-20,33.75754
air_034a3d5b40d5b1b1_2017-05-21,29.428322
air_034a3d5b40d5b1b1_2017-05-22,19.081007
air_034a3d5b40d5b1b1_2017-05-23,13.8938265
air_034a3d5b40d5b1b1_2017-05-24,24.690197
air_034a3d5b40d5b1b1_2017-05-25,19.040964
air_034a3d5b40d5b1b1_2017-05-26,29.253769
air_034a3d5b40d5b1b1_2017-05-27,36.46229
air_034a3d5b40d5b1b1_2017-05-28,28.485054
air_034a3d5b40d5b1b1_2017-05-29,20.561422
air_034a3d5b40d5b1b1_2017-05-30,15.108353
air_034a3d5b40d5b1b1_2017-05-31,28.065174
air_036d4f1ee7285390_2017-04-23,19.418715
air_036d4f1ee7285390_2017-04-24,16.719593
air_036d4f1ee7285390_2017-04-25,19.316486
air_036d4f1ee7285390_2017-04-26,24.284323
air_036d4f1ee7285390_2017-04-27,15.286974
air_036d4f1ee7285390_2017-04-28,19.467377
air_036d4f1ee7285390_2017-04-29,21.46681
air_036d4f1ee7285390_2017-04-30,19.351837
air_036d4f1ee7285390_2017-05-01,17.993523
air_036d4f1ee7285390_2017-05-02,18.87625
air_036d4f1ee7285390_2017-05-03,26.015287
air_036d4f1ee7285390_2017-05-04,16.924953
air_036d4f1ee7285390_2017-05-05,22.494625
air_036d4f1ee7285390_2017-05-06,19.342669
air_036d4f1ee7285390_2017-05-07,19.340574
air_036d4f1ee7285390_2017-05-08,17.17217
air_036d4f1ee7285390_2017-05-09,18.744865
air_036d4f1ee7285390_2017-05-10,20.440132
air_036d4f1ee7285390_2017-05-11,13.299921
air_036d4f1ee7285390_2017-05-12,17.679699
air_036d4f1ee7285390_2017-05-13,20.75922
air_036d4f1ee7285390_2017-05-14,19.621914
air_036d4f1ee7285390_2017-05-15,16.729181
air_036d4f1ee7285390_2017-05-16,19.279783
air_036d4f1ee7285390_2017-05-17,22.028742
air_036d4f1ee7285390_2017-05-18,14.3902855
air_036d4f1ee7285390_2017-05-19,18.520033
air_036d4f1ee7285390_2017-05-20,21.999561
air_036d4f1ee7285390_2017-05-21,19.882248
air_036d4f1ee7285390_2017-05-22,17.519173
air_036d4f1ee7285390_2017-05-23,20.020966
air_036d4f1ee7285390_2017-05-24,24.055555
air_036d4f1ee7285390_2017-05-25,16.182627
air_036d4f1ee7285390_2017-05-26,20.245533
air_036d4f1ee7285390_2017-05-27,22.889568
air_036d4f1ee7285390_2017-05-28,19.656645
air_036d4f1ee7285390_2017-05-29,18.763723
air_036d4f1ee7285390_2017-05-30,21.068615
air_036d4f1ee7285390_2017-05-31,27.071718
air_0382c794b73b51ad_2017-04-23,52.13881
air_0382c794b73b51ad_2017-04-24,31.538105
air_0382c794b73b51ad_2017-04-25,29.708004
air_0382c794b73b51ad_2017-04-26,34.42268
air_0382c794b73b51ad_2017-04-27,37.72231
air_0382c794b73b51ad_2017-04-28,35.22358
air_0382c794b73b51ad_2017-04-29,45.63474
air_0382c794b73b51ad_2017-04-30,52.116566
air_0382c794b73b51ad_2017-05-01,37.78451
air_0382c794b73b51ad_2017-05-02,34.721447
air_0382c794b73b51ad_2017-05-03,64.48976
air_0382c794b73b51ad_2017-05-04,70.08887
air_0382c794b73b51ad_2017-05-05,56.151047
air_0382c794b73b51ad_2017-05-06,57.25105
air_0382c794b73b51ad_2017-05-07,54.01682
air_0382c794b73b51ad_2017-05-08,37.301342
air_0382c794b73b51ad_2017-05-09,34.146835
air_0382c794b73b51ad_2017-05-10,38.006794
air_0382c794b73b51ad_2017-05-11,40.411747
air_0382c794b73b51ad_2017-05-12,37.818794
air_0382c794b73b51ad_2017-05-13,58.406605
air_0382c794b73b51ad_2017-05-14,57.564205
air_0382c794b73b51ad_2017-05-15,36.564987
air_0382c794b73b51ad_2017-05-16,33.042698
air_0382c794b73b51ad_2017-05-17,37.85702
air_0382c794b73b51ad_2017-05-18,40.551434
air_0382c794b73b51ad_2017-05-19,38.68202
air_0382c794b73b51ad_2017-05-20,59.870808
air_0382c794b73b51ad_2017-05-21,59.479412
air_0382c794b73b51ad_2017-05-22,36.432667
air_0382c794b73b51ad_2017-05-23,32.734604
air_0382c794b73b51ad_2017-05-24,38.75543
air_0382c794b73b51ad_2017-05-25,41.87547
air_0382c794b73b51ad_2017-05-26,40.28739
air_0382c794b73b51ad_2017-05-27,61.93694
air_0382c794b73b51ad_2017-05-28,60.276653
air_0382c794b73b51ad_2017-05-29,37.147724
air_0382c794b73b51ad_2017-05-30,32.63305
air_0382c794b73b51ad_2017-05-31,41.883114
air_03963426c9312048_2017-04-23,10.033284
air_03963426c9312048_2017-04-24,20.092304
air_03963426c9312048_2017-04-25,22.374231
air_03963426c9312048_2017-04-26,30.686438
air_03963426c9312048_2017-04-27,22.142454
air_03963426c9312048_2017-04-28,58.19614
air_03963426c9312048_2017-04-29,36.789093
air_03963426c9312048_2017-04-30,10.686408
air_03963426c9312048_2017-05-01,15.81316
air_03963426c9312048_2017-05-02,18.435543
air_03963426c9312048_2017-05-03,28.258305
air_03963426c9312048_2017-05-04,19.717133
air_03963426c9312048_2017-05-05,44.5908
air_03963426c9312048_2017-05-06,42.606514
air_03963426c9312048_2017-05-07,10.103032
air_03963426c9312048_2017-05-08,16.29431
air_03963426c9312048_2017-05-09,19.800568
air_03963426c9312048_2017-05-10,26.97608
air_03963426c9312048_2017-05-11,18.649866
air_03963426c9312048_2017-05-12,51.652946
air_03963426c9312048_2017-05-13,43.976364
air_03963426c9312048_2017-05-14,10.54621
air_03963426c9312048_2017-05-15,17.497091
air_03963426c9312048_2017-05-16,21.253727
air_03963426c9312048_2017-05-17,29.872087
air_03963426c9312048_2017-05-18,20.752094
air_03963426c9312048_2017-05-19,56.825386
air_03963426c9312048_2017-05-20,46.06895
air_03963426c9312048_2017-05-21,11.277797
air_03963426c9312048_2017-05-22,19.881636
air_03963426c9312048_2017-05-23,23.332582
air_03963426c9312048_2017-05-24,31.848877
air_03963426c9312048_2017-05-25,23.849548
air_03963426c9312048_2017-05-26,61.128853
air_03963426c9312048_2017-05-27,47.897144
air_03963426c9312048_2017-05-28,12.189173
air_03963426c9312048_2017-05-29,22.409166
air_03963426c9312048_2017-05-30,24.924784
air_03963426c9312048_2017-05-31,34.364944
air_04341b588bde96cd_2017-04-23,32.485744
air_04341b588bde96cd_2017-04-24,36.681114
air_04341b588bde96cd_2017-04-25,30.091856
air_04341b588bde96cd_2017-04-26,31.962574
air_04341b588bde96cd_2017-04-27,28.411978
air_04341b588bde96cd_2017-04-28,48.733166
air_04341b588bde96cd_2017-04-29,45.059063
air_04341b588bde96cd_2017-04-30,33.536327
air_04341b588bde96cd_2017-05-01,32.215637
air_04341b588bde96cd_2017-05-02,25.342999
air_04341b588bde96cd_2017-05-03,50.53107
air_04341b588bde96cd_2017-05-04,39.552876
air_04341b588bde96cd_2017-05-05,60.057552
air_04341b588bde96cd_2017-05-06,37.84976
air_04341b588bde96cd_2017-05-07,33.68178
air_04341b588bde96cd_2017-05-08,33.478245
air_04341b588bde96cd_2017-05-09,26.291826
air_04341b588bde96cd_2017-05-10,28.753712
air_04341b588bde96cd_2017-05-11,23.728556
air_04341b588bde96cd_2017-05-12,43.08241
air_04341b588bde96cd_2017-05-13,39.69395
air_04341b588bde96cd_2017-05-14,33.467213
air_04341b588bde96cd_2017-05-15,35.387505
air_04341b588bde96cd_2017-05-16,27.45827
air_04341b588bde96cd_2017-05-17,30.950356
air_04341b588bde96cd_2017-05-18,25.854769
air_04341b588bde96cd_2017-05-19,46.27988
air_04341b588bde96cd_2017-05-20,42.14014
air_04341b588bde96cd_2017-05-21,33.548267
air_04341b588bde96cd_2017-05-22,37.38746
air_04341b588bde96cd_2017-05-23,30.53181
air_04341b588bde96cd_2017-05-24,32.952904
air_04341b588bde96cd_2017-05-25,28.450726
air_04341b588bde96cd_2017-05-26,49.170956
air_04341b588bde96cd_2017-05-27,45.426197
air_04341b588bde96cd_2017-05-28,34.567646
air_04341b588bde96cd_2017-05-29,40.124077
air_04341b588bde96cd_2017-05-30,34.668087
air_04341b588bde96cd_2017-05-31,35.80765
air_049f6d5b402a31b2_2017-04-23,3.9359775
air_049f6d5b402a31b2_2017-04-24,8.970901
air_049f6d5b402a31b2_2017-04-25,9.938072
air_049f6d5b402a31b2_2017-04-26,10.071348
air_049f6d5b402a31b2_2017-04-27,9.756936
air_049f6d5b402a31b2_2017-04-28,17.979801
air_049f6d5b402a31b2_2017-04-29,16.964073
air_049f6d5b402a31b2_2017-04-30,3.9756017
air_049f6d5b402a31b2_2017-05-01,10.055825
air_049f6d5b402a31b2_2017-05-02,8.090285
air_049f6d5b402a31b2_2017-05-03,14.757991
air_049f6d5b402a31b2_2017-05-04,13.9531
air_049f6d5b402a31b2_2017-05-05,20.65633
air_049f6d5b402a31b2_2017-05-06,18.494463
air_049f6d5b402a31b2_2017-05-07,4.286691
air_049f6d5b402a31b2_2017-05-08,10.058298
air_049f6d5b402a31b2_2017-05-09,8.764527
air_049f6d5b402a31b2_2017-05-10,9.873605
air_049f6d5b402a31b2_2017-05-11,9.798023
air_049f6d5b402a31b2_2017-05-12,18.514988
air_049f6d5b402a31b2_2017-05-13,19.499432
air_049f6d5b402a31b2_2017-05-14,4.35105
air_049f6d5b402a31b2_2017-05-15,9.911078
air_049f6d5b402a31b2_2017-05-16,9.962912
air_049f6d5b402a31b2_2017-05-17,9.902014
air_049f6d5b402a31b2_2017-05-18,10.327801
air_049f6d5b402a31b2_2017-05-19,19.485
air_049f6d5b402a31b2_2017-05-20,19.747314
air_049f6d5b402a31b2_2017-05-21,4.4851933
air_049f6d5b402a31b2_2017-05-22,10.148947
air_049f6d5b402a31b2_2017-05-23,10.984693
air_049f6d5b402a31b2_2017-05-24,10.581533
air_049f6d5b402a31b2_2017-05-25,11.069805
air_049f6d5b402a31b2_2017-05-26,19.604763
air_049f6d5b402a31b2_2017-05-27,19.433937
air_049f6d5b402a31b2_2017-05-28,4.631327
air_049f6d5b402a31b2_2017-05-29,10.651377
air_049f6d5b402a31b2_2017-05-30,12.059638
air_049f6d5b402a31b2_2017-05-31,11.4023285
air_04cae7c1bc9b2a0b_2017-04-23,20.164228
air_04cae7c1bc9b2a0b_2017-04-24,18.281292
air_04cae7c1bc9b2a0b_2017-04-25,24.459566
air_04cae7c1bc9b2a0b_2017-04-26,22.358688
air_04cae7c1bc9b2a0b_2017-04-27,21.223314
air_04cae7c1bc9b2a0b_2017-04-28,28.205017
air_04cae7c1bc9b2a0b_2017-04-29,39.54781
air_04cae7c1bc9b2a0b_2017-04-30,21.7782
air_04cae7c1bc9b2a0b_2017-05-01,14.410943
air_04cae7c1bc9b2a0b_2017-05-02,17.149231
air_04cae7c1bc9b2a0b_2017-05-03,39.277294
air_04cae7c1bc9b2a0b_2017-05-04,35.496212
air_04cae7c1bc9b2a0b_2017-05-05,51.97184
air_04cae7c1bc9b2a0b_2017-05-06,32.615124
air_04cae7c1bc9b2a0b_2017-05-07,18.777477
air_04cae7c1bc9b2a0b_2017-05-08,15.320053
air_04cae7c1bc9b2a0b_2017-05-09,19.724483
air_04cae7c1bc9b2a0b_2017-05-10,17.349558
air_04cae7c1bc9b2a0b_2017-05-11,17.503717
air_04cae7c1bc9b2a0b_2017-05-12,26.590841
air_04cae7c1bc9b2a0b_2017-05-13,35.357983
air_04cae7c1bc9b2a0b_2017-05-14,21.145416
air_04cae7c1bc9b2a0b_2017-05-15,17.749277
air_04cae7c1bc9b2a0b_2017-05-16,22.089304
air_04cae7c1bc9b2a0b_2017-05-17,20.93511
air_04cae7c1bc9b2a0b_2017-05-18,19.872631
air_04cae7c1bc9b2a0b_2017-05-19,28.539753
air_04cae7c1bc9b2a0b_2017-05-20,38.744946
air_04cae7c1bc9b2a0b_2017-05-21,22.563354
air_04cae7c1bc9b2a0b_2017-05-22,20.13866
air_04cae7c1bc9b2a0b_2017-05-23,25.690863
air_04cae7c1bc9b2a0b_2017-05-24,23.957968
air_04cae7c1bc9b2a0b_2017-05-25,22.813446
air_04cae7c1bc9b2a0b_2017-05-26,30.464523
air_04cae7c1bc9b2a0b_2017-05-27,41.99329
air_04cae7c1bc9b2a0b_2017-05-28,23.894415
air_04cae7c1bc9b2a0b_2017-05-29,23.003914
air_04cae7c1bc9b2a0b_2017-05-30,29.102602
air_04cae7c1bc9b2a0b_2017-05-31,26.929548
air_0585011fa179bcce_2017-04-23,3.6775494
air_0585011fa179bcce_2017-04-24,3.63619
air_0585011fa179bcce_2017-04-25,3.5621896
air_0585011fa179bcce_2017-04-26,5.470372
air_0585011fa179bcce_2017-04-27,5.428134
air_0585011fa179bcce_2017-04-28,6.2017975
air_0585011fa179bcce_2017-04-29,9.056037
air_0585011fa179bcce_2017-04-30,3.9834394
air_0585011fa179bcce_2017-05-01,3.4490356
air_0585011fa179bcce_2017-05-02,3.076212
air_0585011fa179bcce_2017-05-03,8.080238
air_0585011fa179bcce_2017-05-04,7.643585
air_0585011fa179bcce_2017-05-05,10.039289
air_0585011fa179bcce_2017-05-06,6.3895
air_0585011fa179bcce_2017-05-07,3.790606
air_0585011fa179bcce_2017-05-08,3.619607
air_0585011fa179bcce_2017-05-09,3.2660608
air_0585011fa179bcce_2017-05-10,5.183855
air_0585011fa179bcce_2017-05-11,4.8147063
air_0585011fa179bcce_2017-05-12,6.342755
air_0585011fa179bcce_2017-05-13,6.3437037
air_0585011fa179bcce_2017-05-14,3.7010765
air_0585011fa179bcce_2017-05-15,3.9482799
air_0585011fa179bcce_2017-05-16,3.5934753
air_0585011fa179bcce_2017-05-17,5.361572
air_0585011fa179bcce_2017-05-18,5.307855
air_0585011fa179bcce_2017-05-19,6.3538203
air_0585011fa179bcce_2017-05-20,6.365817
air_0585011fa179bcce_2017-05-21,3.789895
air_0585011fa179bcce_2017-05-22,4.2043114
air_0585011fa179bcce_2017-05-23,3.899395
air_0585011fa179bcce_2017-05-24,5.7334847
air_0585011fa179bcce_2017-05-25,5.717975
air_0585011fa179bcce_2017-05-26,6.591229
air_0585011fa179bcce_2017-05-27,6.366279
air_0585011fa179bcce_2017-05-28,4.0328627
air_0585011fa179bcce_2017-05-29,4.4187913
air_0585011fa179bcce_2017-05-30,4.4311304
air_0585011fa179bcce_2017-05-31,5.9286046
air_05c325d315cc17f5_2017-04-23,25.017702
air_05c325d315cc17f5_2017-04-24,19.437075
air_05c325d315cc17f5_2017-04-25,24.21882
air_05c325d315cc17f5_2017-04-26,26.522566
air_05c325d315cc17f5_2017-04-27,23.821943
air_05c325d315cc17f5_2017-04-28,28.42734
air_05c325d315cc17f5_2017-04-29,31.081799
air_05c325d315cc17f5_2017-04-30,26.74839
air_05c325d315cc17f5_2017-05-01,19.375938
air_05c325d315cc17f5_2017-05-02,19.297342
air_05c325d315cc17f5_2017-05-03,42.21634
air_05c325d315cc17f5_2017-05-04,32.179783
air_05c325d315cc17f5_2017-05-05,46.858257
air_05c325d315cc17f5_2017-05-06,28.17302
air_05c325d315cc17f5_2017-05-07,23.0905
air_05c325d315cc17f5_2017-05-08,19.610899
air_05c325d315cc17f5_2017-05-09,21.609055
air_05c325d315cc17f5_2017-05-10,25.965763
air_05c325d315cc17f5_2017-05-11,22.939606
air_05c325d315cc17f5_2017-05-12,27.526634
air_05c325d315cc17f5_2017-05-13,29.500576
air_05c325d315cc17f5_2017-05-14,23.725267
air_05c325d315cc17f5_2017-05-15,20.279076
air_05c325d315cc17f5_2017-05-16,23.961002
air_05c325d315cc17f5_2017-05-17,27.492308
air_05c325d315cc17f5_2017-05-18,24.364178
air_05c325d315cc17f5_2017-05-19,29.47069
air_05c325d315cc17f5_2017-05-20,30.65658
air_05c325d315cc17f5_2017-05-21,25.31657
air_05c325d315cc17f5_2017-05-22,21.11143
air_05c325d315cc17f5_2017-05-23,25.954515
air_05c325d315cc17f5_2017-05-24,28.469128
air_05c325d315cc17f5_2017-05-25,25.185339
air_05c325d315cc17f5_2017-05-26,31.179565
air_05c325d315cc17f5_2017-05-27,32.05197
air_05c325d315cc17f5_2017-05-28,26.866215
air_05c325d315cc17f5_2017-05-29,22.053461
air_05c325d315cc17f5_2017-05-30,28.1502
air_05c325d315cc17f5_2017-05-31,29.620653
air_0647f17b4dc041c8_2017-04-23,77.59836
air_0647f17b4dc041c8_2017-04-24,42.907406
air_0647f17b4dc041c8_2017-04-25,5.4783125
air_0647f17b4dc041c8_2017-04-26,49.86288
air_0647f17b4dc041c8_2017-04-27,49.13305
air_0647f17b4dc041c8_2017-04-28,47.080223
air_0647f17b4dc041c8_2017-04-29,64.110725
air_0647f17b4dc041c8_2017-04-30,80.61148
air_0647f17b4dc041c8_2017-05-01,35.97923
air_0647f17b4dc041c8_2017-05-02,4.8151383
air_0647f17b4dc041c8_2017-05-03,62.904217
air_0647f17b4dc041c8_2017-05-04,71.007385
air_0647f17b4dc041c8_2017-05-05,71.28532
air_0647f17b4dc041c8_2017-05-06,68.835526
air_0647f17b4dc041c8_2017-05-07,74.04347
air_0647f17b4dc041c8_2017-05-08,37.510334
air_0647f17b4dc041c8_2017-05-09,4.5862365
air_0647f17b4dc041c8_2017-05-10,36.52163
air_0647f17b4dc041c8_2017-05-11,42.820522
air_0647f17b4dc041c8_2017-05-12,40.514004
air_0647f17b4dc041c8_2017-05-13,73.18553
air_0647f17b4dc041c8_2017-05-14,79.530396
air_0647f17b4dc041c8_2017-05-15,40.001114
air_0647f17b4dc041c8_2017-05-16,5.099689
air_0647f17b4dc041c8_2017-05-17,42.542393
air_0647f17b4dc041c8_2017-05-18,46.52859
air_0647f17b4dc041c8_2017-05-19,44.718155
air_0647f17b4dc041c8_2017-05-20,78.737526
air_0647f17b4dc041c8_2017-05-21,83.49765
air_0647f17b4dc041c8_2017-05-22,43.769176
air_0647f17b4dc041c8_2017-05-23,6.149501
air_0647f17b4dc041c8_2017-05-24,49.482758
air_0647f17b4dc041c8_2017-05-25,51.209156
air_0647f17b4dc041c8_2017-05-26,49.856747
air_0647f17b4dc041c8_2017-05-27,85.045395
air_0647f17b4dc041c8_2017-05-28,87.43639
air_0647f17b4dc041c8_2017-05-29,47.36517
air_0647f17b4dc041c8_2017-05-30,8.008557
air_0647f17b4dc041c8_2017-05-31,57.360397
air_064e203265ee5753_2017-04-23,33.37912
air_064e203265ee5753_2017-04-24,23.303814
air_064e203265ee5753_2017-04-25,20.413378
air_064e203265ee5753_2017-04-26,21.483652
